characterId,characterName,level,jobId,jobGrowId,jobName,jobGrowName,adventureName,guildId,guildName,code,name,date,data
d0eb6d6fb2bb8965d8fa43f9fbe5263b,짤랑이,110,3909d0b188e9c95311399f776e331da5,92da05ec93fb43406e193ffb9a2a629b,마법사(여),眞 인챈트리스,그만키움,ef259779e95740044bbf2cf7d5e32bad,나만운없어,,,,
bd8891e5cae91689283c39fc15530541,애로(배)우,110,b9cb48777665de22c006fabaf9a560b3,618326026de1a1f1cfba5dbd0b8396e7,아처,眞 트래블러,일본은한국땅,f928e4fe89cac16cbe49cfe887faee45,소코도모,104.0,캐릭터 최고 레벨 달성,2023-05-06 00:48,{'level': 110}
6a4358132a4fd9b64354a2ebc5ccf392,쿠궁소마,110,1645c45aabb008c98406b3a16447040d,37495b941da3b1661bc900e68ef3b2c6,귀검사(여),眞 소드마스터,쿠궁패밀리,9070ed22e36ae02d1062ecdb06e31001,쿵패밀리,,,,
ce4f829c9cc786d9f826e75dfc4b0aee,미라보,110,0c1b401bb09241570d364420b3ba3fd7,6d459bc74ba73ee4fe5cdc4655400193,프리스트(여),眞 무녀,참회,57bf458a977be148dd90333f24515235,출넘약,,,,
3e777499db934538ebf54d35cced08fe,K.U.O,110,ddc49e9ad1ff72a00b53c6cff5b1e920,c9b492038ee3ca8d27d7004cf58d59f3,도적,眞 섀도우댄서,AmeliaWatson,bc0c4fe492b7e48bf4173f83983915e9,Red-Sign,,,,
5e1a63da7de0a990c765346f18026d25,자깅,65,a5ccbaf5538981c6ef99b236c0a60b73,4ec01f4ae3728c080f28a72213b6df10,마법사(남),워록,명작품,,,,,,
dd98654d5fa1e41c2c2ceebd415962e5,둉띠기방댕이,110,41f1cdc2ff58bb5fdc287be0db2a8df3,37495b941da3b1661bc900e68ef3b2c6,귀검사(남),眞 웨펀마스터,방댕이의모험,3de0f687cd3256286a5f88c80c6ddbff,광명성십자회,,,,
d7406ff4c087c81eed8021f54d149249,오나의규슈이,69,b9cb48777665de22c006fabaf9a560b3,981d675414f83b926db5f54e5347eec0,아처,드리머,강화투척,,,,,,
ecb78649ff1771af77afade39900389f,솔이나1,110,afdf3b989339de478e85b614d274d1ef,37495b941da3b1661bc900e68ef3b2c6,거너(남),眞 레인저,하상범도둑,b944c0b6b607f02a5ab264284d027ef8,늅이,,,,
814fa25256ded5ab7e8190adf022b02f,로제파스타,95,944b9aab492c15a8474f96947ceeb9e4,8022a99e29b5e4845985fe1d79a233f3,거너(여),스톰트루퍼,싱싱냉동,f01999133963094080d12627115d005b,꾸리스마스,,,,
52bcfc6ec6a35808c9cc53b331943857,장미오락실,110,ca0f0e0e9e1d55b5f9955b03d9dd213c,618326026de1a1f1cfba5dbd0b8396e7,격투가(남),眞 스트라이커,동네오락실,c23ee9c8c72a940ce5d158d093bd57ac,동네오락실,,,,
373ab470758a703e1595fe65820fed53,산호보초,110,afdf3b989339de478e85b614d274d1ef,6d459bc74ba73ee4fe5cdc4655400193,거너(남),眞 메카닉,Brightness,fc57bf797d74c25109cb9edbb4ff0b6c,전곡리,104.0,캐릭터 최고 레벨 달성,2023-06-06 10:24,{'level': 110}
9d0cd19510c24db1f36877a51953773b,고블린전사,110,41f1cdc2ff58bb5fdc287be0db2a8df3,c9b492038ee3ca8d27d7004cf58d59f3,귀검사(남),眞 아수라,엠마스톤,678348150580eb168c809e9965190370,파탈리테,,,,
c71c9d2173444c64826363dce714d910,뒷골목의온유,110,a7a059ebe9e6054c0644b40ef316d6e9,6d459bc74ba73ee4fe5cdc4655400193,격투가(여),眞 스트리트파이터,온유의세계,285deb84d96e3e73b5b7b0623b3d59bf,별을보는아이,,,,
36e38cbe522635cfbfdccf7d18d55f7b,달콤하쥬,110,f6a4ad30555b99b499c07835f87ce522,37495b941da3b1661bc900e68ef3b2c6,프리스트(남),眞 크루세이더,블랙래빗단,abc5b8ecf924235bd5b0117d5cdfacfa,NAMBELL,,,,
0314537d478253de6491c567820d7742,공방저격수,100,a5ccbaf5538981c6ef99b236c0a60b73,6d459bc74ba73ee4fe5cdc4655400193,마법사(남),眞 블러드 메이지,새모아,66b1501cc0d5f0bbf7979d5c8a59d61a,유성정원,,,,
af81888f92d2e6de025f41b3307260eb,소환사의난,110,3909d0b188e9c95311399f776e331da5,618326026de1a1f1cfba5dbd0b8396e7,마법사(여),眞 소환사,청단감자,601cdd57d67c6b5073646fa30b8332bd,햄이네맛집,104.0,캐릭터 최고 레벨 달성,2023-07-07 02:36,{'level': 110}
dedf05258c4b1e6febd4442cf0037110,씅검죄,110,1645c45aabb008c98406b3a16447040d,c9b492038ee3ca8d27d7004cf58d59f3,귀검사(여),眞 베가본드,지나가는쌔끈이,1a5251f2a38f936abad22b08aff1b6b1,찬놀,,,,
30e8deac0dbe711766ec568ff1e0b2f2,독과모래,102,ca0f0e0e9e1d55b5f9955b03d9dd213c,6d459bc74ba73ee4fe5cdc4655400193,격투가(남),眞 스트리트파이터,원즈어드벤쳐,927d949249aa4eead2c70d16f9cb1597,Moneta,,,,
a9a7109108d3623db15d66290c34ace4,트롱,110,a5ccbaf5538981c6ef99b236c0a60b73,37495b941da3b1661bc900e68ef3b2c6,마법사(남),眞 엘레멘탈 바머,강트로,23fd70879c56355ed39e52582c1927fe,천마에스트로,,,,
52944aa9773e0a3a93b26ab370fd3015,검소월,110,1645c45aabb008c98406b3a16447040d,c9b492038ee3ca8d27d7004cf58d59f3,귀검사(여),眞 베가본드,vier4,983ac82ebf1b39fe506034077c423ba9,카카오톡,,,,
eb1186e23d349a6e47c6a59643fb9502,땡조트리스,53,0c1b401bb09241570d364420b3ba3fd7,460822c3780a9bc3fbe9485cc89c44a4,프리스트(여),신녀,땡조광부단,5e9a162e1c95921bffcac7b9ff9c756b,소나,,,,
0952756b603138cf8cafcd9b246a8fbc,채찍후려치자,81,1645c45aabb008c98406b3a16447040d,15ce2751ab9c8302f39636cdb7c3dcfa,귀검사(여),디어사이드,귀염꽁,,,,,,
2e6ae40951316140469dbaea874095c7,트븜랜드,94,b9cb48777665de22c006fabaf9a560b3,8022a99e29b5e4845985fe1d79a233f3,아처,셀레스티얼,젤리공학,f4bc38be291b175d0edf83dc28d255a2,젤리별,,,,
04a69c2eb8e05f081de6daa5ce60100a,욕,110,41f1cdc2ff58bb5fdc287be0db2a8df3,37495b941da3b1661bc900e68ef3b2c6,귀검사(남),眞 웨펀마스터,성격o,142f0020f9297d9442f92f514de874f7,쩔연합사령부,,,,
7be6931e0b3db270e0231e36708f5c64,퍼플크라운,110,41f1cdc2ff58bb5fdc287be0db2a8df3,92da05ec93fb43406e193ffb9a2a629b,귀검사(남),眞 검귀,응안지어,35e9a9ca5893fda7635efdcfcabd1d47,사도지킴이,,,,
da1c51c212999508816c8651125e4859,박테로신연고,110,afdf3b989339de478e85b614d274d1ef,37495b941da3b1661bc900e68ef3b2c6,거너(남),眞 레인저,Elleney,,,104.0,캐릭터 최고 레벨 달성,2023-07-09 18:39,{'level': 110}
98495e70f1442d7c5895c1bb24b2cf73,일도짱,110,afdf3b989339de478e85b614d274d1ef,618326026de1a1f1cfba5dbd0b8396e7,거너(남),眞 런처,속옷이벤트용계정,82206fabb58cd310148da4457a8d5b04,레벨업아카데미,104.0,캐릭터 최고 레벨 달성,2023-07-07 02:54,{'level': 110}
2a6b6836690aa531e7641afda3f4180d,뮤지무지,56,b9cb48777665de22c006fabaf9a560b3,4ec01f4ae3728c080f28a72213b6df10,아처,헤드라이너,어썰TV,6818b02ca7ad004b1c2edbe230e47ceb,첫연애,,,,
0718f07f3d699341084e14a912586616,대충옵티란뜻,110,944b9aab492c15a8474f96947ceeb9e4,6d459bc74ba73ee4fe5cdc4655400193,거너(여),眞 메카닉,크리스탈라인,3f8570b6bd677d2e1026dc1529208427,죽음의데스,104.0,캐릭터 최고 레벨 달성,2023-07-03 02:43,{'level': 110}
df2fb8153a7efc662d6b03216f9727c7,배크로가,101,f6a4ad30555b99b499c07835f87ce522,37495b941da3b1661bc900e68ef3b2c6,프리스트(남),眞 크루세이더,빡킹,,,,,,
15336c23a9170dfdf432a2536d9f9a98,투창하는남자,110,3deb7be5f01953ac8b1ecaa1e25e0420,6d459bc74ba73ee4fe5cdc4655400193,마창사,眞 드래고니안 랜서,독고제일가,47a823919a65f5ec91cd76f93fdac4b5,도구의역작,104.0,캐릭터 최고 레벨 달성,2023-07-08 18:06,{'level': 110}
6e4d92a009cca02cc61512bf4b2c5fa0,테라캐는팔라,100,0ee8fa5dc525c1a1f23fc6911e921e4a,6d459bc74ba73ee4fe5cdc4655400193,나이트,眞 팔라딘,이벤트토끼3,,,,,,
a26e3002e7e7e7b0367fef70e8640ce4,진세랍,51,0c1b401bb09241570d364420b3ba3fd7,4ec01f4ae3728c080f28a72213b6df10,프리스트(여),에반젤리스트,배송에치인다,,,,,,
b7caf673f918c0ea34b99229a66f7acc,워리어Liam,110,0c1b401bb09241570d364420b3ba3fd7,37495b941da3b1661bc900e68ef3b2c6,프리스트(여),眞 크루세이더,워리어군단,095adb5b679600df7085a6f44c278ec5,Origen,,,,
3c1776b44c07bc0110d77c86f41d20f7,오혜민7,110,944b9aab492c15a8474f96947ceeb9e4,6d459bc74ba73ee4fe5cdc4655400193,거너(여),眞 메카닉,오혜민,c1bc473efe1662ef016429d729f4fff3,마녀무스,,,,
51bd5759d7cfccb3c437326bfebb8de9,쩔캐리,110,41f1cdc2ff58bb5fdc287be0db2a8df3,c9b492038ee3ca8d27d7004cf58d59f3,귀검사(남),眞 아수라,인사애지게,47a823919a65f5ec91cd76f93fdac4b5,도구의역작,,,,
10997ce0dbbcc60c6ee3114c90ff8e9f,도궁수,110,b9cb48777665de22c006fabaf9a560b3,618326026de1a1f1cfba5dbd0b8396e7,아처,眞 트래블러,도함,86e4d4c09139dbfc66a2d5587a6b5600,맞아,104.0,캐릭터 최고 레벨 달성,2023-04-28 17:52,{'level': 110}
e62e860638d8590d3b8e623479b18d45,블러드트래,110,b9cb48777665de22c006fabaf9a560b3,618326026de1a1f1cfba5dbd0b8396e7,아처,眞 트래블러,저여자꼬실까,,,104.0,캐릭터 최고 레벨 달성,2023-07-13 15:23,{'level': 110}
851828bb6a9d0ac530a2dcd6f37859c2,예주,110,a7a059ebe9e6054c0644b40ef316d6e9,37495b941da3b1661bc900e68ef3b2c6,격투가(여),眞 넨마스터,쵸코,65cd368115641cc1a0d9607c3a30e682,쪼코,,,,
841e753d6ecac9d07af81aac074bb5fa,문은하,110,0ee8fa5dc525c1a1f23fc6911e921e4a,6d459bc74ba73ee4fe5cdc4655400193,나이트,眞 팔라딘,문아연,aef8a98de6a0e3806ff8eb6e85dcfc05,흰토끼,,,,
1bb9aa6f32278766dc690773597a3577,워썰,110,afdf3b989339de478e85b614d274d1ef,92da05ec93fb43406e193ffb9a2a629b,거너(남),眞 어썰트,sfsfefs,190c2fe219a99cf31c967df35112ff8a,3peace,104.0,캐릭터 최고 레벨 달성,2023-07-12 14:52,{'level': 110}
359baf74adf1697d55ad5cbf648744fb,할렐루라,110,f6a4ad30555b99b499c07835f87ce522,37495b941da3b1661bc900e68ef3b2c6,프리스트(남),眞 크루세이더,할렐루라,47a823919a65f5ec91cd76f93fdac4b5,도구의역작,104.0,캐릭터 최고 레벨 달성,2023-07-09 23:40,{'level': 110}
19156592734cea327ed9725a0cce6ab4,피맛좋당,110,41f1cdc2ff58bb5fdc287be0db2a8df3,6d459bc74ba73ee4fe5cdc4655400193,귀검사(남),眞 버서커,가즈아이놈아,47a823919a65f5ec91cd76f93fdac4b5,도구의역작,104.0,캐릭터 최고 레벨 달성,2023-07-06 22:20,{'level': 110}
7d0d3e1cbb9317a51fc5ee039ee22256,티버잡아,56,3909d0b188e9c95311399f776e331da5,4ec01f4ae3728c080f28a72213b6df10,마법사(여),아크메이지,프헿,47a823919a65f5ec91cd76f93fdac4b5,도구의역작,,,,
84f24303642bb9acf227d76978d1ae1c,트레쁜,110,b9cb48777665de22c006fabaf9a560b3,618326026de1a1f1cfba5dbd0b8396e7,아처,眞 트래블러,쁜이,47a823919a65f5ec91cd76f93fdac4b5,도구의역작,104.0,캐릭터 최고 레벨 달성,2023-07-06 19:20,{'level': 110}
06f1ec354451fb8609220a40c5e2dfb0,춤추는꽈베기,110,3909d0b188e9c95311399f776e331da5,92da05ec93fb43406e193ffb9a2a629b,마법사(여),眞 인챈트리스,예쁜꼴뚜기,47a823919a65f5ec91cd76f93fdac4b5,도구의역작,104.0,캐릭터 최고 레벨 달성,2023-07-16 03:23,{'level': 110}
f709b90f9f0a22b6c2c40c803a091a3a,초딩잼민박살,110,afdf3b989339de478e85b614d274d1ef,37495b941da3b1661bc900e68ef3b2c6,거너(남),眞 레인저,초딩전문,47a823919a65f5ec91cd76f93fdac4b5,도구의역작,104.0,캐릭터 최고 레벨 달성,2023-07-10 09:59,{'level': 110}
e6178e25c75b51fad0e135fc85debe92,칠판이,110,41f1cdc2ff58bb5fdc287be0db2a8df3,37495b941da3b1661bc900e68ef3b2c6,귀검사(남),眞 웨펀마스터,AIJIN,632d026b7f15230d36f4b332c3c803f0,던린이♥,,,,
edd945a2a59851ef7787c5369c05d3de,타국인,110,17e417b31686389eebff6d754c3401ea,0a49d9c8b5e1358efff324e5cb11d41e,다크나이트,眞 다크나이트,무비자,c9ee1404e16c0f4f79da6de03731e3ce,check_check,,,,
d437c3df32e8daf19276ac552d786a47,이슈넨마,110,a7a059ebe9e6054c0644b40ef316d6e9,37495b941da3b1661bc900e68ef3b2c6,격투가(여),眞 넨마스터,ㅇㅣ슈,226fd97b09eb17d033d09b27f6291b3a,올커맨드,,,,
d147c61b0b16e4169c4db9007eb845bf,뮤즈클로버,110,b9cb48777665de22c006fabaf9a560b3,37495b941da3b1661bc900e68ef3b2c6,아처,眞 뮤즈,뇌절하지말자,,,104.0,캐릭터 최고 레벨 달성,2023-07-12 14:28,{'level': 110}
218d4fd06283dc3cc984545b567e2090,인파입니당,110,f6a4ad30555b99b499c07835f87ce522,618326026de1a1f1cfba5dbd0b8396e7,프리스트(남),眞 인파이터,아라드가다맨,074ef8ba0d2df2e88213b1821f8b32b3,ㅇㅃㅈㅁ,104.0,캐릭터 최고 레벨 달성,2023-07-12 17:00,{'level': 110}
0843b5169d77fb7c9efd379d62c1e246,전투사격,110,afdf3b989339de478e85b614d274d1ef,37495b941da3b1661bc900e68ef3b2c6,거너(남),眞 레인저,갸꿀패밀리,,,,,,
a25d3ca1c74260122e0eca882b35c13f,이그리짝퉁,110,41f1cdc2ff58bb5fdc287be0db2a8df3,92da05ec93fb43406e193ffb9a2a629b,귀검사(남),眞 검귀,진상부리는손님,72792e8c38c3cb7484027532a77a73db,Nugget,104.0,캐릭터 최고 레벨 달성,2023-07-03 14:10,{'level': 110}
c6f9476eec40ba8f94e4f9061c98998a,앤마이아,110,1645c45aabb008c98406b3a16447040d,92da05ec93fb43406e193ffb9a2a629b,귀검사(여),眞 블레이드,앤마이아,efa0313f9ca501964e6cfb17780977c6,골드추적자,104.0,캐릭터 최고 레벨 달성,2023-07-12 18:32,{'level': 110}
c08c4ff7ace37e200eb1f0635c108f76,뮤즈딸내미,110,b9cb48777665de22c006fabaf9a560b3,37495b941da3b1661bc900e68ef3b2c6,아처,眞 뮤즈,로아8강에스더,d4d54a0bf1fb728f0adcb8d2c16a8868,Tutelary-*,,,,
9b7abcdaae49068b6303aa79a2f80ee1,하나비,110,41f1cdc2ff58bb5fdc287be0db2a8df3,6d459bc74ba73ee4fe5cdc4655400193,귀검사(남),眞 버서커,햇살이따스한날,73e44691b02ccf15509584c22e660b49,금련,,,,
6198466699d5c6909cf0d001be398a36,훠거거든,110,b9cb48777665de22c006fabaf9a560b3,618326026de1a1f1cfba5dbd0b8396e7,아처,眞 트래블러,아쿠아시즈교,47a823919a65f5ec91cd76f93fdac4b5,도구의역작,104.0,캐릭터 최고 레벨 달성,2023-07-10 05:31,{'level': 110}
b619f56c1b5402252c88fe0aa775e6b3,홍지니어,110,ca0f0e0e9e1d55b5f9955b03d9dd213c,6d459bc74ba73ee4fe5cdc4655400193,격투가(남),眞 스트리트파이터,김풍신,47a823919a65f5ec91cd76f93fdac4b5,도구의역작,104.0,캐릭터 최고 레벨 달성,2023-07-04 14:42,{'level': 110}
868419d75172e39963083fd0fc4d41c8,차이나는모기,100,41f1cdc2ff58bb5fdc287be0db2a8df3,6d459bc74ba73ee4fe5cdc4655400193,귀검사(남),眞 버서커,브베네인육치킨,47a823919a65f5ec91cd76f93fdac4b5,도구의역작,,,,
98e42e3cd97044d85181a8b54f92158b,잡아보입시다,110,ca0f0e0e9e1d55b5f9955b03d9dd213c,c9b492038ee3ca8d27d7004cf58d59f3,격투가(남),眞 그래플러,굉봉쾡킨륭획,47a823919a65f5ec91cd76f93fdac4b5,도구의역작,104.0,캐릭터 최고 레벨 달성,2023-07-13 00:05,{'level': 110}
12e3bb107bf3dc5ebbf1e918307632cc,나무대장,110,afdf3b989339de478e85b614d274d1ef,37495b941da3b1661bc900e68ef3b2c6,거너(남),眞 레인저,대장나무별,8ca63992d6ee84a9b0f2c3ffa32b6b7e,일곱개의대죄†,,,,
bdd8831840e137e6d171f5ce2278a3eb,은시토끼,110,a5ccbaf5538981c6ef99b236c0a60b73,92da05ec93fb43406e193ffb9a2a629b,마법사(남),眞 디멘션워커,시간여행자은시계,cf12b708c1c400d607f8ce1e5f159197,던린이초등학교,,,,
62b71f0c70d993e05933d980c0f5cf0a,fdurehbv,100,1645c45aabb008c98406b3a16447040d,3ff5b661925ac59d1ca290b05ca914cc,귀검사(여),벤데타,시여탁왕지훈,,,,,,
30840abbd1aa94cc87b91a81b8ba0fac,크루세이하나,110,0c1b401bb09241570d364420b3ba3fd7,37495b941da3b1661bc900e68ef3b2c6,프리스트(여),眞 크루세이더,하나벵,47a823919a65f5ec91cd76f93fdac4b5,도구의역작,104.0,캐릭터 최고 레벨 달성,2023-07-09 19:59,{'level': 110}
56fcadf38e4d9955da4a6830e82b4e4d,교회개이,110,986c2b3d72ee0e4a0b7fcfbe786d4e02,6d459bc74ba73ee4fe5cdc4655400193,총검사,眞 트러블 슈터,프로출신,9f08b6558daeec0119d6c2650f821ed0,킹황갓,104.0,캐릭터 최고 레벨 달성,2023-07-11 19:02,{'level': 110}
8eac5426c2fd1f3915f21e2ade8f5a55,진얼님,110,41f1cdc2ff58bb5fdc287be0db2a8df3,c9b492038ee3ca8d27d7004cf58d59f3,귀검사(남),眞 아수라,노가리1,e3dc11f3d7138b44e528647c10dc8d17,떳냐?,,,,
b585eedf50a0cf1bfcc80824d4241e13,우지챠레후,110,b9cb48777665de22c006fabaf9a560b3,37495b941da3b1661bc900e68ef3b2c6,아처,眞 뮤즈,나도몰라너도몰라,1424bf8969b3114e60a1c1b416052db7,koi,104.0,캐릭터 최고 레벨 달성,2023-05-29 12:16,{'level': 110}
ac4316e72d361bb57ad41318a653d945,SIN스틸러,110,0c1b401bb09241570d364420b3ba3fd7,c9b492038ee3ca8d27d7004cf58d59f3,프리스트(여),眞 미스트리스,헤이요카,,,104.0,캐릭터 최고 레벨 달성,2023-07-12 14:21,{'level': 110}
e2659b8db1a1797b847a3f0ce06656c8,멍멍버프,110,f6a4ad30555b99b499c07835f87ce522,37495b941da3b1661bc900e68ef3b2c6,프리스트(남),眞 크루세이더,풍월,e303979556cff2b51e89f200c99ceb1d,국가공인,,,,
a107e9124a499f2ea4b0d3fc40f2bf8d,트래물렁,110,b9cb48777665de22c006fabaf9a560b3,618326026de1a1f1cfba5dbd0b8396e7,아처,眞 트래블러,노가리7,ea2049bf103543810e471a5e33f9d429,우리집앙꼬,104.0,캐릭터 최고 레벨 달성,2023-04-30 11:31,{'level': 110}
1dc2858c22f58295dc8889bb0cf30c55,Evan젤리,110,0c1b401bb09241570d364420b3ba3fd7,37495b941da3b1661bc900e68ef3b2c6,프리스트(여),眞 크루세이더,염화,d348072e9709e9867262ab89aa0f0f54,오늘도강화,,,,
00027617c52742014924c0f2170dd282,진명이,110,1645c45aabb008c98406b3a16447040d,c9b492038ee3ca8d27d7004cf58d59f3,귀검사(여),眞 베가본드,노가리4,1a94352a5cb8aafc7fc0d92368562ce2,미코니에,,,,
0c589258cb13bc102e893e7e24efbc92,태우노,110,1645c45aabb008c98406b3a16447040d,c9b492038ee3ca8d27d7004cf58d59f3,귀검사(여),眞 베가본드,태우노,47a823919a65f5ec91cd76f93fdac4b5,도구의역작,104.0,캐릭터 최고 레벨 달성,2023-07-06 22:55,{'level': 110}
d9527689f75d536bbed0d6bd76dd97fd,천령환령,110,ddc49e9ad1ff72a00b53c6cff5b1e920,618326026de1a1f1cfba5dbd0b8396e7,도적,眞 사령술사,천상천류,47a823919a65f5ec91cd76f93fdac4b5,도구의역작,104.0,캐릭터 최고 레벨 달성,2023-07-07 19:54,{'level': 110}
a63e64b40dbcb0e63eef85737ab3711d,종드마스터,110,1645c45aabb008c98406b3a16447040d,37495b941da3b1661bc900e68ef3b2c6,귀검사(여),眞 소드마스터,15fffff,47a823919a65f5ec91cd76f93fdac4b5,도구의역작,,,,
fb4992454bba5d35cee446130bdc80c8,라디뱜,99,41f1cdc2ff58bb5fdc287be0db2a8df3,64bbd751c0fcae0e74758b871a2296c1,귀검사(남),인다라천,아디뱜덛,,,,,,
39edd071884bb96c5d0ec5a05091b0ec,뮤즈A,110,b9cb48777665de22c006fabaf9a560b3,37495b941da3b1661bc900e68ef3b2c6,아처,眞 뮤즈,남극에서북극까지,37f1f3f4c7b21481182e54a96082f9be,븝루미나티,,,,
86b1ec4b77d90aff86461a10745b0ad2,노가다광부캐,110,ca0f0e0e9e1d55b5f9955b03d9dd213c,80ec67d0356defa46a989914caca5820,격투가(남),염황 광풍제월,sfdsafawfa,,,,,,
